21.74182900,-32.54316700,1538.15900000,1005.55000000,4951120.00000000,2228.51000000,2458803.92101696,1.08977000,36512.40000000,363.57400000,-5.33065768,0.00988355,4951120.00000000,2228.51000000,11438.20000000,25074.20000000
21.74175100,-32.54320400,1491.93100000,1001.56900000,4245270.00000000,2065.93000000,2458804.59287704,1.00271410,23161.30000000,332.86200000,-5.65785596,0.00988559,4245270.00000000,2065.93000000,6705.60000000,16455.70000000
21.74175100,-32.54320400,1491.93100000,1001.56900000,4245270.00000000,2065.93000000,2458804.59509869,1.00271410,23161.30000000,332.86200000,-5.65785596,0.00988559,4245270.00000000,2065.93000000,6705.60000000,16455.70000000
21.74172400,-32.54325900,1491.66000000,993.01500000,7815420.00000000,2821.10000000,2458805.27243371,1.08548180,36288.90000000,658.69200000,-5.83294629,0.00987924,7815420.00000000,2821.10000000,11233.10000000,25055.80000000
21.74172400,-32.54325900,1491.66000000,993.01500000,7815420.00000000,2821.10000000,2458805.27465411,1.08548180,36288.90000000,658.69200000,-5.83294629,0.00987924,7815420.00000000,2821.10000000,11233.10000000,25055.80000000
21.74178600,-32.54318900,1492.12700000,999.75400000,4334390.00000000,2087.28000000,2458805.59282576,1.00190180,23591.56000000,319.90800000,-5.66042832,0.00988530,4334390.00000000,2087.28000000,6696.76000000,16894.80000000
21.74178600,-32.54318900,1492.12700000,999.75400000,4334390.00000000,2087.28000000,2458805.59504551,1.00190180,23591.56000000,319.90800000,-5.66042832,0.00988530,4334390.00000000,2087.28000000,6696.76000000,16894.80000000
21.74179100,-32.54322600,1500.22200000,971.39100000,4498460.00000000,2141.50000000,2458805.75186873,1.43565760,24582.08000000,557.33200000,-5.65611309,0.00988498,4498460.00000000,2141.50000000,7341.98000000,17240.10000000
21.74179100,-32.54322600,1500.22200000,971.39100000,4498460.00000000,2141.50000000,2458805.75408811,1.43565760,24582.08000000,557.33200000,-5.65611309,0.00988498,4498460.00000000,2141.50000000,7341.98000000,17240.10000000
21.74181800,-32.54317900,1501.92600000,1000.13100000,4330670.00000000,2083.92000000,2458805.95522959,1.01745780,35674.20000000,324.35900000,-5.21050212,0.00988528,4330670.00000000,2083.92000000,10740.20000000,24934.00000000
21.74181800,-32.54317900,1501.92600000,1000.13100000,4330670.00000000,2083.92000000,2458805.95744860,1.01745780,35674.20000000,324.35900000,-5.21050212,0.00988528,4330670.00000000,2083.92000000,10740.20000000,24934.00000000
