0.71727318,-0.81611468,0.00650942
0.72030620,-0.81611468,0.00650942
0.12395562,-0.87054542,0.00656673
0.12699202,-0.87054542,0.00656673
0.45624779,-0.86504111,0.00648144
0.45928932,-0.86504111,0.00648144
0.71130410,-0.83933763,0.00656339
0.80958922,-0.80584152,0.00645767
0.81263033,-0.80584152,0.00645767
0.50174584,-0.85268111,0.00660695
0.72126049,-0.80676480,0.00653233
0.72430104,-0.80676480,0.00653233
0.98331397,-0.72441516,0.00648803
0.79553204,-0.80705506,0.00651319
0.79856798,-0.80705506,0.00651319
0.75521525,-0.80881136,0.00655550
0.75824902,-0.80881136,0.00655550
