0.61238530,-5.41026819
0.62004378,-5.41026819
0.98278506,-5.70731339
0.54721245,-5.70867042
0.55487905,-5.70867042
0.12132562,-5.25838553
0.12899315,-5.25838553
0.81842393,-5.58584328
0.82609212,-5.58584328
0.28914803,-5.13430163
0.03625045,-5.50822149
0.61272811,-5.42099723
0.62041172,-5.42099723
0.54185985,-5.68489555
0.54954606,-5.68489555
0.49636923,-5.26367782
0.50405508,-5.26367782
0.53783299,-5.18788555
0.07024343,-5.17721074
0.07793299,-5.17721074
0.40598983,-5.45937179
0.03340021,-5.57529166
0.04109173,-5.57529166
0.62867742,-5.48535760
0.23926193,-5.33065768
0.24694661,-5.33065768
0.57011425,-5.65785596
0.57779630,-5.65785596
0.91989526,-5.83294629
0.92757299,-5.83294629
0.02775159,-5.66042832
0.03542707,-5.66042832
0.57769270,-5.65611309
0.58536691,-5.65611309
0.28087687,-5.21050212
0.28854979,-5.21050212
