0.20000000,10.33265371,2.20748838
0.20010000,10.27439357,2.13290888
0.20020000,10.42785115,2.16389547
0.20030000,9.93009493,1.95364189
0.20040000,9.82945838,1.99549726
0.20050000,9.01682318,2.07429117
0.20060000,8.28403288,1.98811983
0.20070000,7.90436320,1.65065093
0.20080000,8.88387086,1.45590300
0.20090000,6.50079469,1.13233272
0.20100000,7.93625528,1.47770215
0.20110000,8.77323299,1.47770215
0.20120000,9.01152398,1.74414894
0.20130000,8.85735095,2.04974453
0.20140000,9.38697368,2.07321956
0.20150000,9.69925260,1.93676440
0.20160000,9.29089645,1.74066229
0.20170000,10.48454158,2.13544358
0.20180000,9.80526817,2.12250107
0.20190000,10.34655456,2.10931611
0.20200000,8.65474637,2.04321205
0.20210000,9.52144925,2.00022120
0.20220000,10.14486203,1.91752447
0.20230000,9.20288120,1.93910633
0.20240000,9.94011260,1.86975472
0.20250000,9.52991818,1.88153117
0.20260000,9.30854616,2.19880988
0.20270000,11.42208555,1.99111485
0.20280000,12.44432318,2.19069218
0.20290000,11.59313403,2.60382584
0.20300000,11.92917366,2.33812638
0.20310000,10.69575885,2.42783544
0.20320000,9.90028193,2.16401301
0.20330000,11.23391406,2.37221943
0.20340000,10.61761836,1.96279687
0.20350000,9.23367995,2.15105104
0.20360000,8.94630975,1.91579784
0.20370000,10.35461818,2.21104525
0.20380000,9.74683636,1.73310287
0.20390000,8.72063166,1.74541041
0.20400000,8.59730075,2.21203881
0.20410000,8.86480832,1.91163082
0.20420000,9.96654606,1.94853783
0.20430000,8.38271393,1.88924225
0.20440000,9.57879696,2.09032013
0.20450000,8.66627318,2.03197126
0.20460000,10.16519584,2.03346772
0.20470000,9.26051689,1.83552449
0.20480000,8.96467526,1.71465442
0.20490000,8.88791663,1.83914114
0.20500000,8.81754373,1.64806531
0.20510000,9.94395137,2.10566577
0.20520000,10.02743239,2.00561309
0.20530000,10.59264054,1.99220118
0.20540000,7.62362837,2.02848294
0.20550000,8.11919144,1.63549124
0.20560000,6.64436763,1.61479125
0.20570000,7.84357183,1.88859795
0.20580000,9.15755570,1.80137267
0.20590000,7.02586246,1.80231483
0.20600000,6.72784740,1.60374328
0.20610000,7.85385293,1.88899848
0.20620000,6.22044033,1.62343166
0.20630000,7.64195564,2.02011487
0.20640000,6.66867881,1.85797621
0.20650000,6.92146197,1.58558727
0.20660000,7.01448716,2.00549934
0.20670000,8.18284154,2.02703947
0.20680000,8.43863491,1.99164883
0.20690000,7.20557771,2.12445116
0.20700000,7.82279927,1.90125549
0.20710000,10.81870991,1.84986546
0.20720000,10.23875606,2.19782182
0.20730000,8.67416456,2.34691211
0.20740000,10.94120189,2.27750491
0.20750000,10.19569062,2.30827800
0.20760000,8.93704655,2.20541612
0.20770000,9.63964876,2.13352668
0.20780000,9.39084732,2.23422481
0.20790000,7.86978324,1.68401060
0.20800000,9.35060424,1.96064186
0.20810000,9.54798592,2.37599767
0.20820000,11.88521890,1.96842201
0.20830000,11.17481583,2.46390198
0.20840000,10.27017968,2.40796057
0.20850000,10.68252035,2.67709517
0.20860000,10.40661234,2.53394829
0.20870000,11.20160971,2.44127035
0.20880000,10.77933979,2.15813446
0.20890000,9.25238838,2.27207264
0.20900000,10.70916896,2.25336765
0.20910000,10.52708680,2.33962850
0.20920000,9.09264952,2.11541017
0.20930000,8.37404247,2.19848177
0.20940000,7.81183480,2.05135839
0.20950000,9.62377400,2.14041601
0.20960000,9.96581314,2.22607684
0.20970000,9.25330312,2.51662980
0.20980000,8.51163529,2.24160632
0.20990000,11.97966150,2.40875830
0.21000000,9.11337645,2.42305674
0.21010000,10.18411154,2.37448389
0.21020000,9.48926416,2.28038758
0.21030000,9.67297502,2.31641502
0.21040000,8.78769180,2.23108386
0.21050000,9.89509095,1.99426727
0.21060000,8.04774500,1.66631562
0.21070000,7.69957654,1.93308232
0.21080000,7.17833954,1.66631562
0.21090000,7.21818027,1.84628075
0.21100000,9.17097322,1.93308232
0.21110000,8.69319031,1.75064260
0.21120000,9.63356339,1.93944797
0.21130000,10.79380052,1.92205402
0.21140000,10.41963707,1.86296032
0.21150000,7.77917255,1.79142982
0.21160000,7.51219681,2.07644004
0.21170000,10.44678809,1.98215471
0.21180000,10.79959289,2.18292248
0.21190000,11.38750157,2.19174488
0.21200000,9.42135437,2.14503502
0.21210000,8.58252962,1.90119467
0.21220000,9.23106316,2.33165819
0.21230000,9.48055153,2.05087401
0.21240000,11.91837557,2.32703862
0.21250000,8.76665227,2.30643148
0.21260000,8.49615868,2.12646736
0.21270000,9.60267422,1.88833395
0.21280000,7.53145371,1.92316056
0.21290000,9.71996082,2.28678591
0.21300000,10.59515150,2.31712848
0.21310000,12.47089012,2.31078709
0.21320000,8.62789855,2.21515183
0.21330000,8.37947803,2.40288097
0.21340000,7.99789625,1.92591173
0.21350000,7.90582228,1.95975983
0.21360000,6.38688496,2.02789447
0.21370000,6.58513746,1.62113177
0.21380000,7.20560571,1.51336563
0.21390000,6.70062607,2.07429631
0.21400000,6.33678046,1.77847721
0.21410000,6.41455255,2.01461189
0.21420000,9.94401876,2.21241466
0.21430000,7.54221815,2.08363508
0.21440000,8.90304050,2.14667921
0.21450000,11.63119866,2.17757621
0.21460000,8.03558046,2.11261905
0.21470000,8.06784494,1.69886354
0.21480000,7.99310036,2.02368918
0.21490000,8.93678783,1.96422279
0.21500000,9.05768059,2.51291229
0.21510000,7.96864462,2.36681484
0.21520000,9.83185500,2.05905571
0.21530000,9.04016829,1.81808823
0.21540000,12.19692460,2.49865968
0.21550000,8.35642091,2.14330711
0.21560000,8.81700399,2.21832946
0.21570000,10.42122219,2.32132882
0.21580000,8.57456693,2.12594345
0.21590000,9.51234194,2.06416593
0.21600000,9.83289321,2.17383931
0.21610000,9.77503302,2.45703130
0.21620000,10.27706967,2.12308951
0.21630000,11.30462469,2.20854079
0.21640000,9.42028814,2.19008109
0.21650000,8.55917305,2.15721897
0.21660000,8.93258510,2.15084700
0.21670000,10.04053404,2.30982395
0.21680000,7.68315580,2.17808664
0.21690000,9.26596684,2.05074795
0.21700000,8.20859550,2.05074795
0.21710000,7.40829667,2.19398011
0.21720000,6.76325714,2.30335463
0.21730000,7.43959521,1.94808973
0.21740000,7.66740637,2.13488073
0.21750000,9.11843631,2.09095362
0.21760000,8.41390198,2.12393934
0.21770000,7.67648727,2.18844638
0.21780000,9.07708460,2.17162756
0.21790000,6.59950705,1.48187598
0.21800000,6.71231410,1.95458475
0.21810000,7.63524213,1.94380346
0.21820000,8.26776126,2.25579374
0.21830000,7.50635880,2.14900925
0.21840000,7.44810667,2.10271499
0.21850000,8.90055967,1.74067728
0.21860000,8.90281228,1.96154097
0.21870000,8.38032667,2.28375443
0.21880000,8.26791034,2.35655328
0.21890000,8.90996393,1.85232470
0.21900000,10.22518366,1.85232470
0.21910000,10.37226335,2.26026215
0.21920000,10.25808188,1.80037713
0.21930000,8.28208383,1.74467629
0.21940000,9.07707223,2.03255975
0.21950000,8.79531001,1.76620784
0.21960000,9.73953638,1.76620784
0.21970000,7.94943630,2.22628262
0.21980000,11.42137350,2.56300492
0.21990000,12.06556959,2.51208754
0.22000000,7.92721812,2.02164808
0.22010000,8.53132330,2.03128875
0.22020000,8.44262007,2.04902388
0.22030000,9.47402499,1.90356572
0.22040000,9.14810828,1.85441065
0.22050000,9.00261730,1.97746548
0.22060000,8.15673887,1.53721931
0.22070000,8.94267103,1.74742194
0.22080000,8.31102899,1.63811240
0.22090000,8.30355619,1.93598284
0.22100000,8.71934858,1.62523448
0.22110000,11.73497572,1.87609450
0.22120000,11.06978508,1.74824056
0.22130000,10.01210286,1.93511402
0.22140000,9.11727442,1.73689536
0.22150000,9.58435800,2.13291409
0.22160000,9.17131990,1.68187345
0.22170000,9.38611645,1.73689536
0.22180000,10.34613623,2.21148059
0.22190000,10.65054731,2.45806692
0.22200000,11.24912361,2.41478771
0.22210000,11.49137535,2.45900543
0.22220000,11.76540414,2.29204115
0.22230000,10.56821183,2.31212918
0.22240000,11.14432665,2.41909945
