21.74170200,-32.54315200,1503.56300000,1001.03400000,254168.00000000,515.18200000,2458795.25666814,1.23675120,119860.20000000,676.17700000,-0.81611468,0.00650942,254168.00000000,515.18200000,27407.60000000,80020.60000000,12432.00000000
21.74170200,-32.54315200,1503.56300000,1001.03400000,254168.00000000,515.18200000,2458795.25882583,1.23675120,119860.20000000,676.17700000,-0.81611468,0.00650942,254168.00000000,515.18200000,27407.60000000,80020.60000000,12432.00000000
21.74177200,-32.54319100,1483.36200000,1018.55500000,224631.00000000,489.27100000,2458796.25738203,1.22072900,100751.50000000,654.07100000,-0.87054542,0.00656673,224631.00000000,489.27100000,24620.00000000,65673.20000000,10458.30000000
21.74177200,-32.54319100,1483.36200000,1018.55500000,224631.00000000,489.27100000,2458796.25954212,1.22072900,100751.50000000,654.07100000,-0.87054542,0.00656673,224631.00000000,489.27100000,24620.00000000,65673.20000000,10458.30000000
21.74172900,-32.54319900,1503.49300000,1001.22800000,281754.00000000,549.24800000,2458799.33937468,1.00910260,127014.60000000,725.34500000,-0.86504111,0.00648144,281754.00000000,549.24800000,27288.50000000,85976.10000000,13750.00000000
21.74172900,-32.54319900,1503.49300000,1001.22800000,281754.00000000,549.24800000,2458799.34153842,1.00910260,127014.60000000,725.34500000,-0.86504111,0.00648144,281754.00000000,549.24800000,27288.50000000,85976.10000000,13750.00000000
21.74171400,-32.54317100,1523.88100000,993.63800000,223914.00000000,485.79400000,2458799.52082174,1.46474590,103358.50000000,626.20900000,-0.83933763,0.00656339,223914.00000000,485.79400000,23274.10000000,69585.40000000,10499.00000000
21.74169700,-32.54324200,1512.61700000,997.64500000,291798.00000000,548.94800000,2458802.43634177,1.09731030,138913.90000000,670.52000000,-0.80584152,0.00645767,291798.00000000,548.94800000,32293.40000000,93208.20000000,13412.30000000
21.74169700,-32.54324200,1512.61700000,997.64500000,291798.00000000,548.94800000,2458802.43850522,1.09731030,138913.90000000,670.52000000,-0.80584152,0.00645767,291798.00000000,548.94800000,32293.40000000,93208.20000000,13412.30000000
21.74167200,-32.54327500,1496.65700000,1008.07300000,204459.00000000,465.95700000,2458802.92874199,1.07783520,93225.30000000,641.97000000,-0.85268111,0.00660695,204459.00000000,465.95700000,23052.50000000,59939.10000000,10233.70000000
21.74177000,-32.54317400,1493.53300000,999.35900000,242010.00000000,505.44100000,2458803.08490471,1.11740090,115113.80000000,696.16400000,-0.80676480,0.00653233,242010.00000000,505.44100000,26467.50000000,75560.50000000,13085.80000000
21.74177000,-32.54317400,1493.53300000,999.35900000,242010.00000000,505.44100000,2458803.08706776,1.11740090,115113.80000000,696.16400000,-0.80676480,0.00653233,242010.00000000,505.44100000,26467.50000000,75560.50000000,13085.80000000
21.74189200,-32.54327700,1499.44900000,1015.27600000,272399.00000000,536.05200000,2458803.27132956,1.10266430,139778.20000000,707.30600000,-0.72441516,0.00648803,272399.00000000,536.05200000,33933.40000000,94312.00000000,11532.80000000
21.74181100,-32.54327200,1492.03500000,995.20200000,257377.00000000,524.32200000,2458805.27194149,1.08667160,122390.50000000,668.15400000,-0.80705506,0.00651319,257377.00000000,524.32200000,28820.10000000,81816.90000000,11753.50000000
21.74181100,-32.54327200,1492.03500000,995.20200000,257377.00000000,524.32200000,2458805.27410126,1.08667160,122390.50000000,668.15400000,-0.80705506,0.00651319,257377.00000000,524.32200000,28820.10000000,81816.90000000,11753.50000000
21.74169200,-32.54324700,1503.21000000,999.29100000,224387.00000000,482.26000000,2458805.95466013,1.01804480,106530.30000000,601.10600000,-0.80881136,0.00655550,224387.00000000,482.26000000,24851.30000000,70191.00000000,11488.00000000
21.74169200,-32.54324700,1503.21000000,999.29100000,224387.00000000,482.26000000,2458805.95681835,1.01804480,106530.30000000,601.10600000,-0.80881136,0.00655550,224387.00000000,482.26000000,24851.30000000,70191.00000000,11488.00000000
